"Observation_ID","Observation_Label","User_Pedon_ID","Latitude","Longitude","State","County","ocean","lake","pedon_id","distance","obs_date","siteiid","peiid","ecositeid","drainagecl","taxonname","taxclname","taxsubgrp","bedrckdepth","flodfreqcl","landform_string","sand050","sand150","pH50","p_wet","p_moist","p_dry","p_mucky","p_sandy","p_rock","p_coastal","p_flood","p_salty","p_dysic","p_euic"
"GRR.GJS.2016.46","2016MI005008","2016MI005008",42.6277666666667,-85.6855833333333,"Michigan","Allegan County",842595.204165007,43559.379360165,"2016MI005008",17.2924776493447,2016-08-25,1213538,"1178544",NA,"poorly","Tuscola","Fine-loamy, mixed, active, mesic Mollic Oxyaquic Hapludalfs","mollic oxyaquic hapludalfs",500,NA,"outwash plain",0,0,NA,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2016.47","2016MI075001","2016MI075001",42.2613666666667,-84.5251166666667,"Michigan","Jackson County",739586.699837213,102809.756370105,"2016MI075001",0.615461935599659,2016-09-01,1213528,"1178534",NA,"well","Eleva","Coarse-loamy, mixed, active, mesic Typic Hapludalfs","typic hapludalfs",500,NA,"glacial drainage channel",65,54.2666666666667,NA,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2016.48","2016MI075002","2016MI075003",42.26,-84.5292666666667,"Michigan","Jackson County",739802.615380186,103028.320637694,"2016MI075003",32.3921847292625,2016-09-01,1213529,"1178535",NA,"moderately well","Abscota","Mixed, mesic Oxyaquic Udipsamments","oxyaquic udipsamments",500,NA,NA,86.9333333333333,86.1333333333333,NA,0,1,0,0,1,0,0,0,0,0,0
"GRR.GJS.2016.49","2016MI075003","2016MI075003",42.259724,-84.529167,"Michigan","Jackson County",739779.828949617,103005.757448309,"2016MI075003",0.340308878688289,2016-09-01,1213529,"1178535",NA,"moderately well","Abscota","Mixed, mesic Oxyaquic Udipsamments","oxyaquic udipsamments",500,NA,NA,86.9333333333333,86.1333333333333,NA,0,1,0,0,1,0,0,0,0,0,0
"GRR.GJS.2016.50","2016MI081008","2016MI081008",43.2387,-85.5385166666667,"Michigan","Kent County",867728.8076001,53984.2346186026,"2016MI081008",9.05587400156416,2016-09-06,1213550,"1178555",NA,"somewhat poorly","Conover","Fine-loamy, mixed, active, mesic Aquic Argiudolls","aquic argiudolls",500,NA,"moraine",0,0,NA,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2016.51","2016MI081009","2016MI081009",43.2402,-85.5400166666667,"Michigan","Kent County",867922.493481342,53850.7681197598,"2016MI081009",13.1692547447548,2016-09-06,1213551,"1178556",NA,"poorly","Pewamo","Fine, mixed, active, mesic Typic Argiaquolls","typic argiaquolls",500,NA,"moraine",12.4426229508197,13.9342105263158,NA,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2016.52","2016MI081010","2016MI081010",43.2412833333333,-85.5407166666667,"Michigan","Kent County",868036.454002719,53785.7179092587,"2016MI081010",10.6733756746568,2016-09-06,1213552,"1178557",NA,"very poorly","Parkhill","Fine-loamy, mixed, semiactive, nonacid, mesic Mollic Epiaquepts","mollic epiaquepts",500,NA,"moraine",23.8965517241379,27.2112676056338,NA,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2016.53","2016MI081011","2016MI081011",43.2411,-85.53925,"Michigan","Kent County",867925.99051921,53905.917121059,"2016MI081011",5.03425993764411,2016-09-06,1213553,"1178558",NA,"moderately well","Metea","Loamy, mixed, semiactive, mesic Arenic Hapludalfs","arenic hapludalfs",500,NA,"moraine",82,71.016393442623,NA,0,1,0,0,1,0,0,0,0,0,1
"GRR.GJS.2016.54","2016MI081012","2016MI081012",43.0506333333333,-85.7354,"Michigan","Kent County",869930.609208163,40626.4296450124,"2016MI081012",11.556558907501,2016-09-06,1213554,"1178559",NA,"well","Filer","Fine-loamy, mixed, semiactive, mesic Haplic Glossudalfs","haplic glossudalfs",500,NA,"moraine",49.2439024390244,46.0588235294118,NA,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2016.55","S2016MI105001","S2016MI105001",44.1434333333333,-86.3174166666667,"Michigan","Mason County",904450.972287059,6717.73402374727,"S2016MI105001",4.26089647483466,2016-09-14,1213523,"1178529",NA,"poorly","Kinross","Mixed, mesic Typic Psammaquents","typic psammaquents",500,NA,"lake plain",75.1549295774648,84.0266666666667,6.2455881763907,1,0,0,0,1,0,0,0,0,0,1
"GRR.GJS.2016.55","S2016MI105001","S2016MI105001",44.1434333333333,-86.3174166666667,"Michigan","Mason County",904450.972287059,6717.73402374727,"S2016MI105001",4.26089647483466,2016-09-14,1213523,"1275599",NA,"poorly","Kinross","Mixed, mesic Typic Psammaquents","typic psammaquents",500,NA,"lake plain",75.1549295774648,84.0266666666667,6.2455881763907,1,0,0,0,1,0,0,0,0,0,1
"GRR.GJS.2016.56","2016MI105002","S2016MI105001",44.1430833333333,-86.3177833333333,"Michigan","Mason County",904498.93018896,6697.64419701976,"S2016MI105001",56.2655875442573,2016-09-14,1213523,"1178529",NA,"poorly","Kinross","Mixed, mesic Typic Psammaquents","typic psammaquents",500,NA,"lake plain",75.1549295774648,84.0266666666667,6.2455881763907,1,0,0,0,1,0,0,0,0,0,1
"GRR.GJS.2016.56","2016MI105002","S2016MI105001",44.1430833333333,-86.3177833333333,"Michigan","Mason County",904498.93018896,6697.64419701976,"S2016MI105001",56.2655875442573,2016-09-14,1213523,"1275599",NA,"poorly","Kinross","Mixed, mesic Typic Psammaquents","typic psammaquents",500,NA,"lake plain",75.1549295774648,84.0266666666667,6.2455881763907,1,0,0,0,1,0,0,0,0,0,1
"GRR.GJS.2016.57","2016MI045003","2016MI045003",42.6333166666667,-84.9428,"Michigan","Eaton County",790441.813927164,104025.706678557,"2016MI045003",9.12667445445108,2016-09-15,1213541,"1178547",NA,"well","Filer","Fine-loamy, mixed, semiactive, mesic Haplic Glossudalfs","haplic glossudalfs",500,NA,"moraine",50.875,43.4634146341463,6.30000019073486,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2016.58","2016MI045004","2016MI045004",42.6312333333333,-84.9408333333333,"Michigan","Eaton County",790182.57136394,104203.533823391,"2016MI045004",4.17165256881096,2016-09-20,1213542,"1178548",NA,"poorly","Colwood","Fine-loamy, mixed, active, mesic Typic Endoaquolls","typic endoaquolls",500,NA,"moraine",23.9016393442623,23.9016393442623,NA,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2016.59","2016MI045005","2016MI045005",42.6308833333333,-84.9429,"Michigan","Eaton County",790305.912972885,104037.444907534,"2016MI045005",2.03360057581976,2016-09-21,1213543,"1178549",NA,"very poorly","Palms","Loamy, euic, mesic Terric Haplosaprists","terric haplosaprists",500,NA,"moraine",0,0,NA,1,0,0,1,0,0,0,0,0,0,1
"GRR.GJS.2016.6","2016MI081002","2016MI081002",43.2422333333333,-85.6686166666667,"Michigan","Kent County",876767.21037823,43421.7690762989,"2016MI081002",408.155383270801,2016-05-24,1213502,"1178508",NA,"moderately well","Brems","Mixed, mesic Oxyaquic Udipsamments","oxyaquic udipsamments",500,NA,"glacial drainage channel",92,92,5.45769234804007,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2016.60","2016MI045006","2016MI045006",42.63355,-84.9455166666667,"Michigan","Eaton County",790644.635759987,103801.65457884,"2016MI045006",29.2223208963999,2016-09-20,1213544,"1178550",NA,"poorly","Colwood","Fine-loamy, mixed, active, mesic Typic Endoaquolls","typic endoaquolls",500,NA,"moraine",42,42,NA,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2016.61","2016MI165001","",44.2202333333333,-85.7006833333333,"Michigan","Wexford County",875304.075245883,47315.8247786741,"S1978MI165007",3820.31135529983,1978-10-02,1147780,"1131194",NA,"well","Kalkaska","Sandy, isotic, frigid Typic Haplorthods","typic haplorthods",500,"none","ground moraine",92,92,4.99843759834766,0,0,1,0,1,0,0,0,0,1,0
"GRR.GJS.2016.62","2016MI165002","",44.2201166666667,-85.70305,"Michigan","Wexford County",875394.865254975,47139.3366029217,"S1978MI165007",3739.42625545534,1978-10-02,1147780,"1131194",NA,"well","Kalkaska","Sandy, isotic, frigid Typic Haplorthods","typic haplorthods",500,"none","ground moraine",92,92,4.99843759834766,0,0,1,0,1,0,0,0,0,1,0
"GRR.GJS.2016.63","2016MI165003","",44.2308833333333,-85.6857333333333,"Michigan","Wexford County",873729.945302669,48123.8791685662,"2022MI165006",3433.10311614196,2022-05-26,1738189,"1617302","F094AA006MI","well","Blue Lake","Sandy, mixed, frigid Lamellic Haplorthods","lamellic haplorthods",500,"none","moraine",90.2962962962963,78.2222222222222,5.19999980926514,0,0,1,0,1,0,0,0,0,1,0
"GRR.GJS.2016.64","2016MI139003","2016MI139003",43.1710833333333,-85.7971,"Michigan","Ottawa County",881279.940949752,34757.1312043616,"2016MI139003",70.9434876816215,2016-09-28,1213530,"1178536",NA,"well","Isabella","Fine-loamy, mixed, active, mesic Typic Haplorthods","typic haplorthods",500,NA,"moraine",29.1864406779661,38.4140127388535,5.33750015497208,0,0,1,0,0,0,0,0,0,1,0
"GRR.GJS.2016.65","2016MI107001","2016MI107001",43.7071666666667,-85.28035,"Michigan","Mecosta County",875448.922957847,88815.6285163957,"2016MI107001",1.35990197058665,2016-10-05,1213555,"1178560",NA,"very poorly","Fine, mixed, mesic Typic Endoaquepts","Fine, mixed, mesic Typic Endoaquepts","typic endoaquepts",500,NA,"moraine",16.3137254901961,13.6901408450704,NA,1,0,0,0,0,0,0,0,0,0,0
"GRR.GJS.2016.66","2016MI107002","2016MI107002",43.7062166666667,-85.2820166666667,"Michigan","Mecosta County",875508.648394955,88645.594414109,"2016MI107002",1.56856042040984,2016-10-05,1213556,"1178561",NA,"very poorly","Corunna","Coarse-loamy, mixed, active, mesic Typic Endoaquolls","typic endoaquolls",500,NA,"moraine",20.5471698113208,17.015625,NA,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2016.7","2016MI081003","2016MI081003",43.24215,-85.6777666666667,"Michigan","Kent County",877384.329128891,42682.0615392402,"2016MI081003",59.4808731470009,2016-05-24,1213503,"1178509",NA,"very poorly","Newton","Sandy, mixed, mesic Aquic Humic Dystrudepts","aquic humic dystrudepts",500,NA,"glacial drainage channel",28.75,51.52,4.19999980926514,1,0,0,0,0,0,0,0,0,1,0
"GRR.GJS.2016.8","2016MI081004","2016MI081004",43.24805,-85.6720833333333,"Michigan","Kent County",877356.361986405,43093.7207474254,"2016MI081002",646.102975707704,2016-05-24,1213502,"1178508",NA,"moderately well","Brems","Mixed, mesic Oxyaquic Udipsamments","oxyaquic udipsamments",500,NA,"glacial drainage channel",92,92,5.45769234804007,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2016.9","2016MI081005","2016MI081005",43.24815,-85.6902666666667,"Michigan","Kent County",878598.639926962,41620.0772006008,"2016MI081004",162.33696436133,2016-05-26,1213504,"1178510",NA,"moderately well","Thompsonville","Sandy, mixed, mesic Aquic Haplorthods","aquic haplorthods",500,NA,"glacial drainage channel",86.9818181818182,81.16,4.13461532959571,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2017.10","es20170731.04","2017MI121004",43.2267333333333,-85.8285333333333,"Michigan","Muskegon County",886747.940563757,30737.3409121685,"2017MI121004",13.1187606466224,2017-07-31,1213681,"1178680",NA,"moderately well","Thompsonville","Sandy, mixed, mesic Alfic Oxyaquic Haplorthods","alfic oxyaquic haplorthods",500,NA,"moraine",82,78.6043165467626,NA,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2017.11","es20170519.01","2017MI015001",42.72225,-85.18215,"Michigan","Barry County",812319.257948048,84001.3873600803,"2017MI015001",7.46844685768215,2017-05-19,1213665,"1178664",NA,"somewhat poorly","Capac","Fine-loamy, mixed, active, mesic Aquic Glossudalfs","aquic glossudalfs",500,NA,"ground moraine",38.1923076923077,35.4846625766871,6.91555563608805,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.12","es20170519.02","2017MI015002",42.7207166666667,-85.157,"Michigan","Barry County",810476.716660958,86064.6534752669,"2017MI015002",9.05112827505785,2017-05-19,1213666,"1178665",NA,"somewhat poorly","Capac","Fine-loamy, mixed, active, mesic Aquic Glossudalfs","aquic glossudalfs",500,NA,"ground moraine",46.4130434782609,44.3604651162791,NA,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.13","es20170519.03","2017MI015003",42.7338333333333,-85.1653,"Michigan","Barry County",811821.014441577,85355.71529909,"2017MI015003",9.40889656695235,2017-05-19,1213667,"1178666",NA,"somewhat poorly","Capac","Fine-loamy, mixed, active, mesic Aquic Glossudalfs","aquic glossudalfs",500,NA,"ground moraine",51.4090909090909,47.3225806451613,7.19999980926514,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.15","es20170615.01","2017MI045001",42.4737833333333,-84.8261833333333,"Michigan","Eaton County",773002.593106958,115825.70505854,"2017MI045001",15.787690077811,2017-05-28,1213669,"1178668",NA,"somewhat poorly","Capac","Fine-loamy, mixed, active, mesic Aquic Glossudalfs","aquic glossudalfs",500,NA,"ground moraine",55.5764705882353,46.9352941176471,NA,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.16","es20170615.02","2017MI045002",42.4670833333333,-84.8609666666667,"Michigan","Eaton County",775064.741504592,113083.648246743,"2017MI045002",4.43393024683793,2017-05-28,1213670,"1178669",NA,"somewhat poorly","Capac","Fine-loamy, mixed, active, mesic Aquic Glossudalfs","aquic glossudalfs",500,NA,"ground moraine",50.6578947368421,43.9195402298851,NA,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.17","es20170623.01","2017MI025001",42.3591333333333,-84.8361,"Michigan","Calhoun County",767177.064890156,117039.23001153,"2017MI025001",0.655552696885134,2017-06-23,1213671,"1178670",NA,"somewhat poorly","Ithaca","Fine, mixed, active, mesic Aquic Glossudalfs","aquic glossudalfs",500,NA,"ground moraine",26.1428571428571,40.3950617283951,NA,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.18","es20170623.02","2017MI025002",42.3566,-84.8340666666667,"Michigan","Calhoun County",766890.221466047,117243.941778768,"2017MI025002",3.59574574329814,2017-06-23,1213672,"1178671",NA,"moderately well","Riddles","Fine-loamy, mixed, active, mesic Oxyaquic Glossudalfs","oxyaquic glossudalfs",500,NA,"ground moraine",53.4943820224719,41.0549450549451,NA,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.19","es20170808.01","2017MI005001",42.5958666666667,-85.8138,"Michigan","Allegan County",850094.430841633,33923.4199183253,"2017MI005001",12.7612227834745,2017-08-08,1213682,"1178681",NA,"very poorly","Adrian","Sandy, mixed, euic, mesic Terric Haplosaprists","terric haplosaprists",500,NA,"outwash plain",0,0,NA,1,0,0,1,0,0,0,0,0,0,1
"GRR.GJS.2017.2","es20170717.01","2017MI037001",43.1009666666667,-84.4235666666667,"Michigan","Clinton County",781312.790652522,75791.8502117666,"2017MI037001",5.47953976405835,2017-07-17,1213673,"1178672",NA,"somewhat poorly","Ceresco","Coarse-loamy, mixed, active, mesic Fluventic Hapludolls","fluventic hapludolls",500,NA,"levee",65,65,NA,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.20","es20170808.02","2017MI005002",42.5957,-85.8117833333333,"Michigan","Allegan County",849940.235365502,34088.8514846658,"2017MI005002",2.32499510133226,2017-08-08,1213683,"1178682",NA,"somewhat poorly","Thetford","Coarse-loamy, mixed, active, mesic Typic Glossaqualfs","typic glossaqualfs",500,NA,"outwash plain",74.5,83.969696969697,NA,0,1,0,0,1,0,0,0,0,0,1
"GRR.GJS.2017.21","es20170823.01","2017MI045006",42.47405,-85.0028833333333,"Michigan","Eaton County",785481.269261612,101417.946413667,"2017MI045006",15.0746617361252,2017-08-23,1385278,"1275192",NA,"poorly","Parkhill","Coarse-loamy, mixed, semiactive, nonacid, mesic Mollic Epiaquepts","mollic epiaquepts",500,NA,"ground moraine",54.1509433962264,55.5737704918033,NA,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.22","es20170823.02","2017MI045007",42.47485,-85.0017333333333,"Michigan","Eaton County",785445.10225664,101499.443052174,"2017MI045007",5.98730709872034,2017-08-23,1385279,"1275193",NA,"somewhat poorly","Capac","Fine-loamy, mixed, active, mesic Aquic Glossudalfs","aquic glossudalfs",500,NA,"ground moraine",49.6666666666667,43.7692307692308,NA,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.23","es20170823.03","2017MI045008",42.4800166666667,-84.9877833333333,"Michigan","Eaton County",784750.839781688,102559.779058341,"2017MI045008",4.52864040533535,2017-08-23,1385280,"1275194",NA,"poorly","Palms","Loamy, mixed, euic, mesic Terric Haplosaprists","terric haplosaprists",500,NA,"ground moraine",0,4.75675675675676,NA,1,0,0,1,0,0,0,0,0,0,1
"GRR.GJS.2017.24","es20170823.04","2017MI045009",42.4803166666667,-84.9864333333333,"Michigan","Eaton County",784672.406021065,102665.513434238,"2017MI045009",13.6833717451538,2017-08-23,1385281,"1275195",NA,"somewhat poorly","Conover","Fine-loamy, mixed, active, mesic Aquic Hapludalfs","aquic hapludalfs",500,NA,"ground moraine",73.0606060606061,57.25,NA,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.25","es20170915.01","",43.01045,-84.80825,"Michigan","Clinton County",803665.063512722,103743.855083533,"2017MI037003",902.238299124298,2017-09-15,1385282,"1275196",NA,"poorly","Sebewa","Fine-loamy, mixed, active, mesic Typic Argiaquolls","typic argiaquolls",500,NA,"ground moraine",36.8181818181818,36.8181818181818,NA,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.26","es20170525.01","2017MI117002",43.14305,-84.9056666666667,"Michigan","Montcalm County",817698.216724101,100018.249032916,"2017MI117002",11.5236745255642,2017-05-28,1213668,"1178667",NA,"somewhat poorly","Capac","Fine-loamy, mixed, active, mesic Aquic Glossudalfs","aquic glossudalfs",500,NA,"ground moraine",48.1204819277108,40.4702380952381,5.40000009536743,0,1,0,0,0,0,0,0,0,1,0
"GRR.GJS.2017.3","es20170717.02","2017MI037002",43.1012833333333,-84.4236333333333,"Michigan","Clinton County",781335.287419449,75766.0243802056,"2017MI037002",9.93123207940739,2017-07-17,1213674,"1178673",NA,"very poorly","Sloan","Fine-loamy, mixed, active, mesic Fluvaquentic Hapludolls","fluvaquentic hapludolls",500,NA,"flood plain",27.8823529411765,23.3114754098361,NA,1,0,0,0,0,0,0,1,0,0,1
"GRR.GJS.2017.4","es20170727.01","2017MI045003",42.5875166666667,-84.9826333333333,"Michigan","Eaton County",790550.696650689,101273.214882759,"2017MI045003",17.8447472703225,2017-07-27,1213675,"1178674",NA,"somewhat poorly","Capac","Fine-loamy, mixed, active, mesic Aquic Argiudolls","aquic argiudolls",500,NA,"ground moraine",42.0793650793651,42.0793650793651,NA,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.5","es20170727.02","2017MI045004",42.5876166666667,-84.9847833333333,"Michigan","Eaton County",790707.026089522,101096.77467141,"2017MI045004",14.2247784896149,2017-07-27,1213676,"1178675",NA,"poorly","Parkhill","Fine-loamy, mixed, active, mesic Mollic Epiaquepts","mollic epiaquepts",500,NA,"ground moraine",22,22,NA,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.6","es20170727.03","2017MI045005",42.5891833333333,-84.9838666666667,"Michigan","Eaton County",790733.644445115,101149.955739458,"2017MI045005",42.8785401982542,2017-07-27,1213677,"1178676",NA,"somewhat poorly","Capac","Fine-loamy, mixed, active, mesic Aquic Hapludalfs","aquic hapludalfs",500,NA,"ground moraine",51.4262295081967,51.4262295081967,NA,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.7","es20170731.01","2017MI121001",43.2262833333333,-85.8284333333333,"Michigan","Muskegon County",886714.23412222,30753.757310167,"2017MI121001",14.1508156425299,2017-07-31,1213678,"1178677",NA,"poorly","Sims","Fine-loamy, mixed, active, mesic Mollic Epiaquepts","mollic epiaquepts",500,NA,"moraine",30.3606557377049,30.3606557377049,NA,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.8","es20170731.02","2017MI121002",43.22585,-85.8259,"Michigan","Muskegon County",886514.81453391,30964.6811188855,"2017MI121002",1.68574497747082,2017-07-31,1213679,"1178678",NA,"very poorly","Aurelius","Fine-loamy, mixed, active, mesic Histic Humaquepts","histic humaquepts",500,NA,"moraine",0,0,NA,1,0,0,1,0,0,0,0,0,0,0
"GRR.GJS.2017.9","es20170731.03","2017MI121003",43.2270333333333,-85.8249333333333,"Michigan","Muskegon County",886519.234973136,31020.1062735693,"2017MI121003",5.95014963841125,2017-07-31,1213680,"1178679",NA,"very poorly","Palms","Loamy, mixed, euic, mesic Terric Haplosaprists","terric haplosaprists",500,NA,"moraine",0,4.46875,NA,1,0,0,1,0,0,0,0,0,0,1
"GRR.GJS.2018.1","es20180601.01","",42.6200833333333,-84.1051,"Michigan","Livingston County",732373.95411308,89426.5087360352,"S2017MI093001",2571.25222040574,2017-11-03,1120485,"1184007","F098XA011MI","somewhat poorly","Capac","Fine-loamy, mixed, active, mesic Aquic Glossudalfs","aquic glossudalfs",500,"none","ground moraine",46.6716417910448,47.055900621118,7.49850746410996,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2018.10","gs20180823.04","2018MI021001",41.8636833333333,-86.6257,"Michigan","Berrien County",876699.677142101,1918.51413286594,"2018MI021001",9.33518046335701,2018-08-23,1491682,"1374196","F097XA005MI","poorly","Newton","Sandy, mixed, mesic Typic Humaquepts","typic humaquepts",500,NA,"sand sheet",40.3768115942029,40.3768115942029,NA,1,0,0,0,0,0,0,0,0,0,0
"GRR.GJS.2018.11","gs20180823.05","2018MI021002",41.8621333333333,-86.6252,"Michigan","Berrien County",876598.672958068,2068.35878619804,"2018MI021002",7.18010940896734,2018-08-23,1491683,"1374197","F097XA006MI","somewhat poorly","Pipestone","Sandy, mixed, mesic Typic Endoaquods","typic endoaquods",500,NA,"rise",78.8571428571429,82.3157894736842,NA,0,1,0,0,1,0,0,0,0,1,0
"GRR.GJS.2018.12","gs20180813.01","2018MI077001",42.2255138888889,-85.4624027777778,"Michigan","Kalamazoo County",805288.707845193,70268.6124333265,"2018MI077001",3.47714432667342,2018-08-13,1385283,"1275197",NA,"poorly","Sleeth","Fine-loamy, mixed, active, mesic Typic Endoaqualfs","typic endoaqualfs",500,NA,"outwash plain",54.5866666666667,69,NA,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2018.13","gs20180813.02","2018MI077002",42.2255416666667,-85.4613638888889,"Michigan","Kalamazoo County",805213.857003478,70348.5619520807,"2018MI077002",4.83934290074033,2018-08-13,1385284,"1275198",NA,"very poorly","Adrian","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplohemists","terric haplohemists",500,NA,"outwash plain",0,17.1733333333333,NA,1,0,0,1,0,0,0,0,0,0,1
"GRR.GJS.2018.14","gs20180813.03","2018MI077003",42.2262111111111,-85.4595111111111,"Michigan","Kalamazoo County",805111.87183905,70468.5947303896,"2018MI077003",5.05210458928934,2018-08-13,1385285,"1275199",NA,"very poorly","Edwards","Marly, euic, mesic Limnic Haplosaprists","limnic haplosaprists",500,NA,"outwash plain",0,8.84313725490196,NA,1,0,0,1,0,0,0,0,0,0,1
"GRR.GJS.2018.15","gs20180830.01","2018MI045003",42.4287,-84.6268666666667,"Michigan","Eaton County",756406.899848768,119744.192322855,"2018MI045003",4.85076891217819,2018-08-30,1385319,"1275233",NA,"poorly","Parkhill","Fine-loamy, mixed, semiactive, mesic Typic Endoaquolls","typic endoaquolls",500,NA,"depression",17.1372549019608,22.3552631578947,NA,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2018.16","gs20180830.02","2018MI045004",42.42865,-84.6285333333333,"Michigan","Eaton County",756520.64374774,119854.173761772,"2018MI045004",7.48904894295971,2018-08-30,1491681,"1374195","F098XA009MI","moderately well","Marlette","Fine-loamy, mixed, semiactive, mesic Oxyaquic Glossudalfs","oxyaquic glossudalfs",500,NA,"knoll",71.3116883116883,67.203125,NA,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2018.17","gs20180830.03","2018MI045001",42.6770833333333,-85.0584333333333,"Michigan","Eaton County",801059.720240192,94309.9088142411,"2018MI045001",8.96467056400877,2018-08-20,1491680,"1374194","F098XA006MI","very poorly","Boots","Euic, mesic Typic Haplohemists","typic haplohemists",500,NA,"ground moraine",0,0,NA,1,0,0,1,0,0,0,0,0,0,0
"GRR.GJS.2018.18","gs20180830.04","2018MI045002",42.67745,-85.0609666666667,"Michigan","Eaton County",801257.667554123,94100.9418949909,"2018MI045002",4.07501170445199,2016-08-30,1385318,"1275232","F098XA012MI","poorly","Parkhill","Fine-loamy, mixed, semiactive, nonacid, mesic Typic Endoaquolls","typic endoaquolls",500,NA,"depression",42,42,NA,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2018.19","gs20180912.02","2018MI023001",41.8052333333333,-85.0235,"Michigan","Branch County",751960.257060269,121081.847197303,"2018MI023001",6.99449755641838,2018-09-12,1385286,"1275200",NA,"poorly","Granby","Sandy, mixed, mesic Typic Endoaquolls","typic endoaquolls",500,NA,"outwash plain",77.625,85.8666666666667,NA,1,0,0,0,1,0,0,0,0,0,1
"GRR.GJS.2018.2","es20180608.01","",42.7198166666667,-84.0846833333333,"Michigan","Livingston County",736308.123303669,93507.0347797011,"1968MI093202",2906.21119120515,2014-02-03,939600,"922506",NA,"poorly","Sebewa","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Typic Argiaquolls","typic argiaquolls",500,NA,"glacial drainage channel",54.1509433962264,31.74,7,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2018.20","gs20180912.01","2018MI023002",41.80605,-85.0253166666667,"Michigan","Branch County",752135.590782859,120906.305441749,"2018MI023002",8.76477529948377,2018-09-12,1385287,"1275201",NA,"poorly","Sebewa","Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Typic Argiaquolls","typic argiaquolls",500,NA,"outwash plain",53.0434782608696,53.0434782608696,NA,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2018.21","gs20180912.03","2018MI023003",41.80735,-85.0284666666667,"Michigan","Branch County",752434.032523689,120607.661641653,"2018MI023003",6.80185918085941,2018-09-12,1385288,"1275202",NA,"very poorly","Henrietta","Fine-loamy, mixed, superactive, mesic Histic Humaquepts","histic humaquepts",500,NA,"outwash plain",12.7042253521127,12.7042253521127,NA,1,0,0,1,0,0,0,0,0,0,0
"GRR.GJS.2018.22","gs20180912.04","2018MI023004",41.8068166666667,-85.0273166666667,"Michigan","Branch County",752322.257907745,120719.588537985,"2018MI023004",8.94798815490369,2018-09-12,1385289,"1275203",NA,"poorly","Henrietta","Fine-loamy, mixed, superactive, mesic Typic Endoaquepts","typic endoaquepts",500,NA,"outwash plain",24,28.625,NA,1,0,0,0,0,0,0,0,0,0,0
"GRR.GJS.2018.23","gs20180912.05","2018MI023005",41.8071833333333,-85.0247833333333,"Michigan","Branch County",752150.068356519,120890.125469534,"2018MI023005",24.484221896777,2018-09-12,1385291,"1275205",NA,"poorly","Sebewa","Fine-loamy over sandy or sandy-skeletal, mixed, active, mesic Typic Argiaquolls","typic argiaquolls",500,NA,"outwash plain",39.3529411764706,45.1818181818182,NA,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2018.24","gs20180912.06","2018MI023006",41.8008166666667,-85.02765,"Michigan","Branch County",752059.361772324,120992.48936414,"2018MI023006",9.92622924067937,2018-09-12,1385292,"1275206",NA,"very poorly","Palms","Loamy, mixed, euic, mesic Terric Haplosaprists","terric haplosaprists",500,NA,"outwash plain",0,0,NA,1,0,0,1,0,0,0,0,0,0,1
