"Observation_ID","mukey","cokey","drainagecl","comppct_r","compname","taxclname","taxsubgrp","sand050","sand150","rockdepth","comppct_l","comppct_h","compkind","majcompflag","otherph","localphase","slope_l","slope_r","slope_h","slopelenusle_l","slopelenusle_r","slopelenusle_h","runoff","tfact","wei","weg","erocl","earthcovkind1","earthcovkind2","hydricon","hydricrating","elev_l","elev_r","elev_h","aspectccwise","aspectrep","aspectcwise","geomdesc","albedodry_l","albedodry_r","albedodry_h","airtempa_l","airtempa_r","airtempa_h","map_l","map_r","map_h","reannualprecip_l","reannualprecip_r","reannualprecip_h","ffd_l","ffd_r","ffd_h","nirrcapcl","nirrcapscl","nirrcapunit","irrcapcl","irrcapscl","irrcapunit","cropprodindex","constreeshrubgrp","wndbrksuitgrp","rsprod_l","rsprod_r","rsprod_h","foragesuitgrpid","wlgrain","wlgrass","wlherbaceous","wlshrub","wlconiferous","wlhardwood","wlwetplant","wlshallowwat","wlrangeland","wlopenland","wlwoodland","wlwetland","soilslippot","frostact","initsub_l","initsub_r","initsub_h","totalsub_l","totalsub_r","totalsub_h","hydgrp","corcon","corsteel","taxorder","taxsuborder","taxgrtgroup","taxpartsize","taxpartsizemod","taxceactcl","taxreaction","taxtempcl","taxmoistscl","taxtempregime","soiltaxedition","castorieindex","flecolcomnum","flhe","flphe","flsoilleachpot","flsoirunoffpot","fltemik2use","fltriumph2use","indraingrp","innitrateleachi","misoimgmtgrp","vasoimgtgrp","pmkind","pmorigin","landform","mntn","hill","trce","flats","shapeacross","shapedown","slopeshape","hillslopeprof","areasymbol","lkey","musym","muname","mukind","mustatus","invesintens","muacres","farmlndcl","flood","pH50","carbdepth","ocean","lake","wet","moist","dry","mucky","sandy","rock","coastal","salty","dysic","calcareous","euic"
"GRR.GJS.2016.14",188107,"21088521","Well drained",90,"Wawasee","Fine-loamy, mixed, active, mesic Typic Hapludalfs","Typic Hapludalfs",37.42,39.94,500,85,95,"Series","Yes",NA,NA,2,4,6,46,55,91,"Medium",5,56,"4L","None - deposition","Crop cover","Close-grown crop",NA,"No",234,281,328,NA,NA,NA,"ice-margin complexes, end moraines on till plains, ground moraines on till plains",NA,0.170000001788139,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,230,2,"e",NA,NA,NA,NA,NA,"1h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C","Low","Low","Alfisols","Udalfs","Hapludalfs","fine-loamy","not used","active","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5a",NA,"Till",NA,"ground moraines",NA,"Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Convex and Linear","Convex and Linear","LL and VL and VV","Backslope and Shoulder and Summit","MI067","11620","MuB","Wawasee loam, 2 to 6 percent slopes","Consociation",NA,"Order 2",4005,"All areas are prime farmland",0,6.65799996376038,78,801003.771298717,103454.46683527,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2016.15",188109,"21088530","Well drained",90,"Wawasee","Fine-loamy, mixed, active, mesic Typic Hapludalfs","Typic Hapludalfs",37.42,39.94,500,85,95,"Series","Yes",NA,NA,6,9,12,30,38,46,"High",5,56,"4L","None - deposition","Crop cover","Close-grown crop",NA,"No",236,281,326,NA,NA,NA,"end moraines, ice-margin complexes, ground moraines on till plains",NA,0.170000001788139,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,230,3,"e",NA,NA,NA,NA,NA,"1h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C","Low","Low","Alfisols","Udalfs","Hapludalfs","fine-loamy","not used","active","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5a",NA,"Till",NA,"ground moraines",NA,"Head Slope and Nose Slope and Side Slope",NA,NA,"Convex and Linear","Convex and Linear","LL and VL and VV","Backslope and Shoulder","MI067","11620","MuC","Wawasee loam, 6 to 12 percent slopes","Consociation",NA,"Order 2",440,"Farmland of local importance",0,6.65799996376038,78,800942.328846599,103536.658921193,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2016.16",188109,"21088530","Well drained",90,"Wawasee","Fine-loamy, mixed, active, mesic Typic Hapludalfs","Typic Hapludalfs",37.42,39.94,500,85,95,"Series","Yes",NA,NA,6,9,12,30,38,46,"High",5,56,"4L","None - deposition","Crop cover","Close-grown crop",NA,"No",236,281,326,NA,NA,NA,"end moraines, ice-margin complexes, ground moraines on till plains",NA,0.170000001788139,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,230,3,"e",NA,NA,NA,NA,NA,"1h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C","Low","Low","Alfisols","Udalfs","Hapludalfs","fine-loamy","not used","active","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5a",NA,"Till",NA,"ground moraines",NA,"Head Slope and Nose Slope and Side Slope",NA,NA,"Convex and Linear","Convex and Linear","LL and VL and VV","Backslope and Shoulder","MI067","11620","MuC","Wawasee loam, 6 to 12 percent slopes","Consociation",NA,"Order 2",440,"Farmland of local importance",0,6.65799996376038,78,800912.452872597,103551.903872244,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2016.30",187904,"21088500","Poorly drained",92,"Parkhill","Fine-loamy, mixed, semiactive, nonacid, mesic Mollic Endoaquepts","Mollic Endoaquepts",43.38,42.46,500,85,100,"Taxadjunct","Yes",NA,"non dense till subsoil",0,1,2,30,61,91,"Negligible",5,48,"5","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",207,247.399993896484,287,NA,NA,NA,"depressions on moraines on till plains, drainageways on moraines on till plains, depressions on till plains, drainageways on till plains",NA,0.170000001788139,NA,5,9,11,770,900,1040,NA,NA,NA,110,175,200,2,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,0,0,0,"C/D","Low","High","Inceptisols","Aquepts","Endoaquepts","fine-loamy","not used","semiactive","nonacid","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5c",NA,"Till",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Concave and Linear","Concave and Linear","CC and CL and LL","Toeslope","MI067","11620","Bw","Parkhill loam, non dense till subsoil, 0 to 2 percent slopes","Consociation",NA,"Order 2",24755,"Prime farmland if drained",0,7.11600014686584,77,803493.861589212,99344.3917910658,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2016.31",187904,"21088500","Poorly drained",92,"Parkhill","Fine-loamy, mixed, semiactive, nonacid, mesic Mollic Endoaquepts","Mollic Endoaquepts",43.38,42.46,500,85,100,"Taxadjunct","Yes",NA,"non dense till subsoil",0,1,2,30,61,91,"Negligible",5,48,"5","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",207,247.399993896484,287,NA,NA,NA,"depressions on moraines on till plains, drainageways on moraines on till plains, depressions on till plains, drainageways on till plains",NA,0.170000001788139,NA,5,9,11,770,900,1040,NA,NA,NA,110,175,200,2,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,0,0,0,"C/D","Low","High","Inceptisols","Aquepts","Endoaquepts","fine-loamy","not used","semiactive","nonacid","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5c",NA,"Till",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Concave and Linear","Concave and Linear","CC and CL and LL","Toeslope","MI067","11620","Bw","Parkhill loam, non dense till subsoil, 0 to 2 percent slopes","Consociation",NA,"Order 2",24755,"Prime farmland if drained",0,7.11600014686584,77,803474.668836682,99414.1171080673,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2016.13",187962,"21087964","Well drained",100,"Fox","Fine-loamy over sandy or sandy-skeletal, mixed, mesic Typic Hapludalfs","Typic Hapludalfs",46.1519993591309,62.1526666514079,500,NA,NA,"Series","Yes","SEV ER,SOUTH,MAAT<50","severely eroded",6,9,12,12,28,45,"Medium",2,56,"4L","Class 3",NA,NA,NA,"No",177,287,396,NA,NA,NA,"outwash plains",NA,0.300000011920929,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,4,"e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,NA,NA,NA,"B","Low","High","Alfisols","Udalfs","Hapludalfs","fine-loamy over sandy or sandy-skeletal",NA,NA,"not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"3/5a",NA,"Alluvium over Outwash",NA,"outwash plains",NA,"Side Slope",NA,NA,"Linear","Concave","CL","Backslope","MI067","11620","FxC3","Fox sandy clay loam, 6 to 12 percent slopes, severely eroded","Consociation",NA,NA,740,"Farmland of local importance",0,6.36799991607666,89,800723.940820955,103811.146235207,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2021.18",3117278,"21088548","Somewhat poorly drained",80,"Capac","Fine-loamy, mixed, active, mesic Aquic Glossudalfs","Aquic Glossudalfs",43.2,39.3533333333333,500,65,90,"Series","Yes",NA,NA,0,2,4,30,91,91,"Medium",5,56,"4L","None - deposition","Crop cover","Row crop",NA,"No",211.100006103516,252.800003051758,294.399993896484,NA,NA,NA,"end moraines on till plains, ground moraines on till plains",NA,0.370000004768372,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,200,2,"e",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C/D","Moderate","High","Alfisols","Udalfs","Glossudalfs","fine-loamy","not used","active","not used","mesic","Aquic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5b",NA,"Till",NA,"ground moraines",NA,"Base Slope and Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Concave and Convex and Linear","Linear","LC and LL and LV","Backslope and Footslope and Shoulder and Summit","MI067","11620","CpcaaB","Capac loam, 0 to 4 percent slopes","Consociation",NA,"Order 2",35955,"Prime farmland if drained",0,6.27200002670288,93,824339.197307657,97615.9829725766,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2021.19",3117278,"21088548","Somewhat poorly drained",80,"Capac","Fine-loamy, mixed, active, mesic Aquic Glossudalfs","Aquic Glossudalfs",43.2,39.3533333333333,500,65,90,"Series","Yes",NA,NA,0,2,4,30,91,91,"Medium",5,56,"4L","None - deposition","Crop cover","Row crop",NA,"No",211.100006103516,252.800003051758,294.399993896484,NA,NA,NA,"end moraines on till plains, ground moraines on till plains",NA,0.370000004768372,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,200,2,"e",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C/D","Moderate","High","Alfisols","Udalfs","Glossudalfs","fine-loamy","not used","active","not used","mesic","Aquic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5b",NA,"Till",NA,"ground moraines",NA,"Base Slope and Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Concave and Convex and Linear","Linear","LC and LL and LV","Backslope and Footslope and Shoulder and Summit","MI067","11620","CpcaaB","Capac loam, 0 to 4 percent slopes","Consociation",NA,"Order 2",35955,"Prime farmland if drained",0,6.27200002670288,93,824391.921971019,97566.7730571213,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2021.20",3117278,"21088548","Somewhat poorly drained",80,"Capac","Fine-loamy, mixed, active, mesic Aquic Glossudalfs","Aquic Glossudalfs",43.2,39.3533333333333,500,65,90,"Series","Yes",NA,NA,0,2,4,30,91,91,"Medium",5,56,"4L","None - deposition","Crop cover","Row crop",NA,"No",211.100006103516,252.800003051758,294.399993896484,NA,NA,NA,"end moraines on till plains, ground moraines on till plains",NA,0.370000004768372,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,200,2,"e",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C/D","Moderate","High","Alfisols","Udalfs","Glossudalfs","fine-loamy","not used","active","not used","mesic","Aquic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5b",NA,"Till",NA,"ground moraines",NA,"Base Slope and Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Concave and Convex and Linear","Linear","LC and LL and LV","Backslope and Footslope and Shoulder and Summit","MI067","11620","CpcaaB","Capac loam, 0 to 4 percent slopes","Consociation",NA,"Order 2",35955,"Prime farmland if drained",0,6.27200002670288,93,824447.253231303,97518.2742341259,0,1,0,0,0,0,0,0,0,0,1
"GRR.2011.GJS.1",187863,"21087809","Moderately well drained",100,"Abscota","Mixed, mesic Typic Udipsamments","Typic Udipsamments",72.4499969482422,76.9499969482422,500,NA,NA,"Series","Yes","MAAT<50",NA,0,1,1,24,57,90,"Very low",5,86,"3",NA,NA,NA,NA,"No",183,229,274,NA,NA,NA,"flood plains",NA,0.300000011920929,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,4,"s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,NA,NA,NA,"A","Low","Low","Entisols","Psamments","Udipsamments","not used",NA,NA,"not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"L-4a",NA,"Alluvium",NA,"flood plains",NA,NA,NA,"Rise","Linear","Linear","LL",NA,"MI067","11620","Ad","Abscota sandy loam","Consociation",NA,NA,373,"Farmland of local importance",1,6.84999990463257,NA,824461.035035349,86247.7204723731,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2016.10",188110,"21088533","Well drained",90,"Wawasee","Fine-loamy, mixed, active, mesic Typic Hapludalfs","Typic Hapludalfs",35.8,40,500,85,100,"Series","Yes",NA,NA,6,9,12,30,38,46,"High",5,56,"4L","Class 2","Crop cover","Close-grown crop",NA,"No",223,248,273,NA,NA,NA,"ground moraines, end moraines on till plains",NA,0.170000001788139,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,200,3,"e",NA,NA,NA,NA,NA,"1h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C","Low","Low","Alfisols","Udalfs","Hapludalfs","fine-loamy","not used","active","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5a",NA,"Till",NA,"end moraines",NA,"Head Slope and Nose Slope and Side Slope",NA,NA,"Convex and Linear","Convex and Linear","LL and VL and VV","Backslope and Shoulder","MI067","11620","MuC2","Wawasee loam, 6 to 12 percent slopes, moderately eroded","Consociation",NA,"Order 2",4478,"Farmland of local importance",0,6.81999998092651,69,794538.126388166,110055.807492995,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2016.32",187904,"21088500","Poorly drained",92,"Parkhill","Fine-loamy, mixed, semiactive, nonacid, mesic Mollic Endoaquepts","Mollic Endoaquepts",43.38,42.46,500,85,100,"Taxadjunct","Yes",NA,"non dense till subsoil",0,1,2,30,61,91,"Negligible",5,48,"5","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",207,247.399993896484,287,NA,NA,NA,"depressions on moraines on till plains, drainageways on moraines on till plains, depressions on till plains, drainageways on till plains",NA,0.170000001788139,NA,5,9,11,770,900,1040,NA,NA,NA,110,175,200,2,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,0,0,0,"C/D","Low","High","Inceptisols","Aquepts","Endoaquepts","fine-loamy","not used","semiactive","nonacid","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5c",NA,"Till",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Concave and Linear","Concave and Linear","CC and CL and LL","Toeslope","MI067","11620","Bw","Parkhill loam, non dense till subsoil, 0 to 2 percent slopes","Consociation",NA,"Order 2",24755,"Prime farmland if drained",0,7.11600014686584,77,834172.831086299,82489.4695658318,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2016.33",187904,"21088500","Poorly drained",92,"Parkhill","Fine-loamy, mixed, semiactive, nonacid, mesic Mollic Endoaquepts","Mollic Endoaquepts",43.38,42.46,500,85,100,"Taxadjunct","Yes",NA,"non dense till subsoil",0,1,2,30,61,91,"Negligible",5,48,"5","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",207,247.399993896484,287,NA,NA,NA,"depressions on moraines on till plains, drainageways on moraines on till plains, depressions on till plains, drainageways on till plains",NA,0.170000001788139,NA,5,9,11,770,900,1040,NA,NA,NA,110,175,200,2,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,0,0,0,"C/D","Low","High","Inceptisols","Aquepts","Endoaquepts","fine-loamy","not used","semiactive","nonacid","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5c",NA,"Till",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Concave and Linear","Concave and Linear","CC and CL and LL","Toeslope","MI067","11620","Bw","Parkhill loam, non dense till subsoil, 0 to 2 percent slopes","Consociation",NA,"Order 2",24755,"Prime farmland if drained",0,7.11600014686584,77,834168.718538822,82413.7389614757,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2016.11",188113,"21088214","Well drained",100,"Miami","Fine-loamy, mixed, mesic Typic Hapludalfs","Typic Hapludalfs",39.9360006713867,38.5333342488607,500,NA,NA,"Series","Yes","MAAT<50",NA,25,33,40,6,18,30,"High",5,56,"4L",NA,NA,NA,NA,"No",183,275,366,NA,NA,NA,"recessionial moraines",NA,0.300000011920929,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,6,"e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,NA,NA,NA,"C","Low","Low","Alfisols","Udalfs","Hapludalfs","fine-loamy",NA,NA,"not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5a",NA,"Till",NA,"recessionial moraines",NA,"Side Slope",NA,NA,"Convex","Concave","CV","Backslope","MI067","11620","MuF","Miami loam, 25 to 40 percent slopes","Consociation",NA,NA,272,"Not prime farmland",0,6.36799991607666,86,794527.399044219,110119.965575862,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2015.21",186374,"21071326","Very poorly drained",90,"Houghton","Euic, mesic Typic Haplosaprists","Typic Haplosaprists",0,0,500,85,100,"Series","Yes",NA,NA,0,0,1,30,30,61,"Negligible",2,134,"2","None - deposition","Tree cover","Intermixed conifers and hardwoods","Wooded under natural conditions","Yes",176,258,416,NA,NA,NA,"-- Error in Exists On --",NA,0.0599999986588955,NA,6,9,11,780,900,1040,NA,NA,NA,125,160,205,5,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",15,31,46,30,62,91,"A/D","Moderate","High","Histosols","Saprists","Haplosaprists","not used","not used","not used","euic","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"Mc",NA,"Herbaceous organic material",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Linear","Concave","CL","Toeslope","MI037","11609","Ho","Houghton muck, 0 to 1 percent slopes","Consociation",NA,"Order 2",15787,"Farmland of local importance",0,5.92000007629395,NA,761728.677114868,104107.374637982,1,0,0,1,0,0,0,0,0,0,1
"GRR.GJS.2016.22",186374,"21071326","Very poorly drained",90,"Houghton","Euic, mesic Typic Haplosaprists","Typic Haplosaprists",0,0,500,85,100,"Series","Yes",NA,NA,0,0,1,30,30,61,"Negligible",2,134,"2","None - deposition","Tree cover","Intermixed conifers and hardwoods","Wooded under natural conditions","Yes",176,258,416,NA,NA,NA,"-- Error in Exists On --",NA,0.0599999986588955,NA,6,9,11,780,900,1040,NA,NA,NA,125,160,205,5,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",15,31,46,30,62,91,"A/D","Moderate","High","Histosols","Saprists","Haplosaprists","not used","not used","not used","euic","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"Mc",NA,"Herbaceous organic material",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Linear","Concave","CL","Toeslope","MI037","11609","Ho","Houghton muck, 0 to 1 percent slopes","Consociation",NA,"Order 2",15787,"Farmland of local importance",0,5.92000007629395,NA,804580.865102664,95455.9086419627,1,0,0,1,0,0,0,0,0,0,1
"GRR.GJS.2016.21",186401,"21071222","Very poorly drained",90,"Sloan","Fine-loamy, mixed, superactive, mesic Fluvaquentic Haplaquolls","Fluvaquentic Haplaquolls",31.5999994277954,27.3653335189819,500,NA,NA,"Series","Yes",NA,NA,0,1,2,22,37,45,"Low",5,48,"5",NA,NA,NA,"Wooded under natural conditions","Yes",195,210,260,NA,NA,NA,"flood plains",NA,0.230000004172325,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,3,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,NA,NA,NA,"B/D","Low","High","Mollisols","Aquolls","Haplaquolls","fine-loamy",NA,"superactive","not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"L-2c",NA,"Alluvium",NA,"flood plains",NA,NA,NA,"Talf","Linear","Linear","LL",NA,"MI037","11609","So","Sloan loam","Consociation",NA,"Order 2",4527,"Prime farmland if drained",1,7.09999990463257,102,804606.485052393,95398.1885093779,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2012.34",186374,"21071326","Very poorly drained",90,"Houghton","Euic, mesic Typic Haplosaprists","Typic Haplosaprists",0,0,500,85,100,"Series","Yes",NA,NA,0,0,1,30,30,61,"Negligible",2,134,"2","None - deposition","Tree cover","Intermixed conifers and hardwoods","Wooded under natural conditions","Yes",176,258,416,NA,NA,NA,"-- Error in Exists On --",NA,0.0599999986588955,NA,6,9,11,780,900,1040,NA,NA,NA,125,160,205,5,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",15,31,46,30,62,91,"A/D","Moderate","High","Histosols","Saprists","Haplosaprists","not used","not used","not used","euic","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"Mc",NA,"Herbaceous organic material",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Linear","Concave","CL","Toeslope","MI037","11609","Ho","Houghton muck, 0 to 1 percent slopes","Consociation",NA,"Order 2",15787,"Farmland of local importance",0,5.92000007629395,NA,760586.132644073,106521.506039558,1,0,0,1,0,0,0,0,0,0,1
"GRR.GJS.2012.35",186374,"21071326","Very poorly drained",90,"Houghton","Euic, mesic Typic Haplosaprists","Typic Haplosaprists",0,0,500,85,100,"Series","Yes",NA,NA,0,0,1,30,30,61,"Negligible",2,134,"2","None - deposition","Tree cover","Intermixed conifers and hardwoods","Wooded under natural conditions","Yes",176,258,416,NA,NA,NA,"-- Error in Exists On --",NA,0.0599999986588955,NA,6,9,11,780,900,1040,NA,NA,NA,125,160,205,5,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",15,31,46,30,62,91,"A/D","Moderate","High","Histosols","Saprists","Haplosaprists","not used","not used","not used","euic","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"Mc",NA,"Herbaceous organic material",NA,"depressions on moraines",NA,"Base Slope",NA,NA,"Linear","Concave","CL","Toeslope","MI037","11609","Ho","Houghton muck, 0 to 1 percent slopes","Consociation",NA,"Order 2",15787,"Farmland of local importance",0,5.92000007629395,NA,760587.662239754,106524.342746577,1,0,0,1,0,0,0,0,0,0,1
"GRR.GJS.2017.25",186384,"21071190","Somewhat poorly drained",95,"Matherton","Fine-loamy over sandy or sandy-skeletal, mixed, mesic Udollic Ochraqualfs","Udollic Ochraqualfs",41.0359997558594,62.7559993743896,500,NA,NA,"Series","Yes","MAAT<50",NA,0,2,3,30,60,90,"Low",3,56,"4L",NA,NA,NA,NA,"No",183,244,305,NA,NA,NA,"outwash plains",NA,0.230000004172325,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,2,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,NA,NA,NA,"B/D","Low","High","Alfisols","Aqualfs","Ochraqualfs","fine-loamy over sandy or sandy-skeletal",NA,NA,"not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"3/5b",NA,"Outwash",NA,"outwash plains",NA,NA,NA,"Rise","Linear","Linear","LL",NA,"MI037","11609","MdA","Matherton loam, 0 to 3 percent slopes","Consociation",NA,"Order 2",3999,"Prime farmland if drained",0,6.19999980926514,81,803665.063512722,103743.855083533,0,1,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.2",186367,"21071177","Somewhat poorly drained",95,"Ceresco","Coarse-loamy, mixed, superactive, mesic Fluvaquentic Hapludolls","Fluvaquentic Hapludolls",65.7000007629395,66.4333356221517,500,NA,NA,"Series","Yes","MAAT<50",NA,0,1,2,22,33,45,"Very low",5,86,"3",NA,NA,NA,NA,"No",183,244,305,NA,NA,NA,"flood plains",NA,0.230000004172325,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,3,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,NA,NA,NA,"A/D","Low","High","Mollisols","Udolls","Hapludolls","coarse-loamy",NA,"superactive","not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"L-2c",NA,"Alluvium",NA,"flood plains",NA,NA,NA,"Rise","Linear","Linear","LL",NA,"MI037","11609","Ce","Ceresco fine sandy loam","Consociation",NA,"Order 2",1504,"Prime farmland if drained",1,7,NA,781312.790652522,75791.8502117666,0,1,0,0,0,0,0,0,0,0,1
